Trading name,CLUE small area,Seating type,Number of seats,Longitude,Latitude,derived_cuisine
Big Esso,Melbourne (CBD),Seats - Indoor,65,144.969917465,-37.81784465,Other Cuisines
Victoria By Farmers Daughters,Melbourne (CBD),Seats - Outdoor,50,144.969917465,-37.81784465,Other Cuisines
Chop N Chop,Melbourne (CBD),Seats - Indoor,86,144.956601666,-37.81988483,Other Cuisines
Chop N Chop,Melbourne (CBD),Seats - Outdoor,2,144.956601666,-37.81988483,Other Cuisines
The Hardware Societe,Melbourne (CBD),Seats - Indoor,70,144.956601666,-37.81988483,Other Cuisines
Izakaya Hosaku,Melbourne (CBD),Seats - Indoor,34,144.956435223,-37.82024711,Japanese
Riverside Deli & Coffee House,Melbourne (CBD),Seats - Outdoor,12,144.958272108,-37.81974183,Cafe / Coffee Shop
Tavistock House Cafe,Melbourne (CBD),Seats - Indoor,35,144.961389009,-37.81825093,Cafe / Coffee Shop
The Trust,Melbourne (CBD),Seats - Indoor,537,144.960420557,-37.81864584,Other Cuisines
The Trust,Melbourne (CBD),Seats - Outdoor,40,144.960420557,-37.81864584,Other Cuisines
Ototo / Akai Ito,Melbourne (CBD),Seats - Indoor,170,144.962854858,-37.81789895,Other Cuisines
Cm & Co Coffee Roasters,Melbourne (CBD),Seats - Indoor,36,144.962437455,-37.81798973,Cafe / Coffee Shop
Maha Restaurant,Melbourne (CBD),Seats - Indoor,80,144.962529829,-37.81819275,Other Cuisines
KFC,Melbourne (CBD),Seats - Indoor,28,144.964881593,-37.81729894,Other Cuisines
Roule Galette,Melbourne (CBD),Seats - Outdoor,12,144.966302712,-37.81685974,Other Cuisines
Dukes Coffee Roasters,Melbourne (CBD),Seats - Indoor,18,144.966170616,-37.81699341,Cafe / Coffee Shop
Mock Turtle Degraves,Melbourne (CBD),Seats - Indoor,17,144.965902771,-37.81706291,Other Cuisines
Degraves Espresso Melbourne,Melbourne (CBD),Seats - Outdoor,35,144.965484351,-37.81710105,Cafe / Coffee Shop
The Quarter,Melbourne (CBD),Seats - Indoor,45,144.965484351,-37.81710105,Other Cuisines
The Quarter,Melbourne (CBD),Seats - Outdoor,28,144.965484351,-37.81710105,Other Cuisines
Grill'd,Melbourne (CBD),Seats - Outdoor,48,144.965626331,-37.8176078,Western / Pub / Bistro
Nomad,Melbourne (CBD),Seats - Indoor,130,144.96837507,-37.81635789,Other Cuisines
New York Minute,Melbourne (CBD),Seats - Indoor,58,144.96908618,-37.81670922,Other Cuisines
Vacation Cafe,Melbourne (CBD),Seats - Indoor,23,144.97204113,-37.81584246,Cafe / Coffee Shop
Grill'd,Melbourne (CBD),Seats - Indoor,60,144.971726206,-37.81546152,Western / Pub / Bistro
Tazio,Melbourne (CBD),Seats - Outdoor,20,144.971222799,-37.81543505,Other Cuisines
Cafe Kinetic,Melbourne (CBD),Seats - Indoor,115,144.970964282,-37.81556733,Cafe / Coffee Shop
Bullrun on Bourke,Melbourne (CBD),Seats - Indoor,110,144.970834339,-37.81560645,Other Cuisines
Chin Chin Restaurant,Melbourne (CBD),Seats - Outdoor,35,144.970399793,-37.81568875,Other Cuisines
Pastuso,Melbourne (CBD),Seats - Outdoor,8,144.971154413,-37.81600001,Other Cuisines
Bowery To Williamsburg,Melbourne (CBD),Seats - Outdoor,20,144.970291127,-37.8161284,Other Cuisines
Fonda Flinders Lane,Melbourne (CBD),Seats - Indoor,180,144.9732924,-37.81489475,Other Cuisines
Cumulus Inc,Melbourne (CBD),Seats - Indoor,141,144.97313454,-37.81494022,Other Cuisines
Cecconi's Flinders Lane,Melbourne (CBD),Seats - Indoor,180,144.972512283,-37.81506474,Other Cuisines
The Print Room Cafe,Melbourne (CBD),Seats - Indoor,80,144.972720907,-37.8154618,Cafe / Coffee Shop
Chilli Everest,Melbourne (CBD),Seats - Indoor,70,144.955210528,-37.81936788,Other Cuisines
Palm Sugar Thai Cafe,Melbourne (CBD),Seats - Indoor,60,144.955210528,-37.81936788,Thai
Palm Sugar Thai Cafe,Melbourne (CBD),Seats - Outdoor,8,144.955210528,-37.81936788,Thai
Restaurant 1903,Melbourne (CBD),Seats - Indoor,65,144.954883047,-37.81970047,Other Cuisines
Poked,Melbourne (CBD),Seats - Indoor,21,144.955727469,-37.81902044,Other Cuisines
Pho Nom,Melbourne (CBD),Seats - Indoor,20,144.955727469,-37.81902044,Vietnamese
Namoo Japanese Cafe,Melbourne (CBD),Seats - Outdoor,48,144.955727469,-37.81902044,Japanese
Schmucks Bagels,Melbourne (CBD),Seats - Outdoor,33,144.955727469,-37.81902044,Other Cuisines
Benny's Bakery Cafe,Melbourne (CBD),Seats - Indoor,15,144.955727469,-37.81902044,Cafe / Coffee Shop
Benny's Bakery Cafe,Melbourne (CBD),Seats - Outdoor,21,144.955727469,-37.81902044,Cafe / Coffee Shop
Poked,Melbourne (CBD),Seats - Outdoor,16,144.955727469,-37.81902044,Other Cuisines
Pho Nom,Melbourne (CBD),Seats - Outdoor,20,144.955727469,-37.81902044,Vietnamese
Two Pillars Espresso,Melbourne (CBD),Seats - Indoor,46,144.958548349,-37.8184145,Cafe / Coffee Shop
Sagas World,Melbourne (CBD),Seats - Indoor,16,144.958548349,-37.8184145,Other Cuisines
Greta,Melbourne (CBD),Seats - Outdoor,28,144.958548349,-37.8184145,Other Cuisines
Alluvial Restaurant,Melbourne (CBD),Seats - Indoor,110,144.958118475,-37.81853877,Other Cuisines
Rare Steakhouse Downtown,Melbourne (CBD),Seats - Indoor,120,144.957322132,-37.81918367,Cafe / Coffee Shop
@  Cafe 45,Melbourne (CBD),Seats - Outdoor,20,144.959122077,-37.81858017,Cafe / Coffee Shop
Natural History Bar & Grill,Melbourne (CBD),Seats - Indoor,150,144.961222873,-37.81739636,Western / Pub / Bistro
Culprit,Melbourne (CBD),Seats - Indoor,30,144.959868643,-37.8180082,Other Cuisines
First Love Coffee Collins St,Melbourne (CBD),Seats - Indoor,7,144.959868643,-37.8180082,Cafe / Coffee Shop
Strozzi Restaurant,Melbourne (CBD),Seats - Outdoor,32,144.963253733,-37.81706704,Other Cuisines
Tian38,Melbourne (CBD),Seats - Indoor,80,144.96244181,-37.81728432,Other Cuisines
Big Aussie Burger,Melbourne (CBD),Seats - Indoor,27,144.962188519,-37.81758572,Western / Pub / Bistro
Roxy Kitchen And Bar,Melbourne (CBD),Seats - Indoor,136,144.963649766,-37.81686635,Western / Pub / Bistro
Pantry Thai Fusion,Melbourne (CBD),Seats - Indoor,22,144.963897021,-37.81719967,Thai
Eliana Lulu,Melbourne (CBD),Seats - Indoor,72,144.965474376,-37.81664468,Other Cuisines
Ojika Japanese,Melbourne (CBD),Seats - Indoor,18,144.965596537,-37.8166033,Japanese
Cafe Issus,Melbourne (CBD),Seats - Outdoor,12,144.965596537,-37.8166033,Cafe / Coffee Shop
Eurolane Cafe,Melbourne (CBD),Seats - Indoor,32,144.965596537,-37.8166033,Cafe / Coffee Shop
Maccaroni Trattoria Italiana,Melbourne (CBD),Seats - Indoor,60,144.966088099,-37.81602805,Italian
Maccaroni Trattoria Italiana,Melbourne (CBD),Seats - Outdoor,20,144.966088099,-37.81602805,Italian
Hazel Melbourne,Melbourne (CBD),Seats - Indoor,150,144.968755295,-37.81543178,Other Cuisines
Allegro Restaurant,Melbourne (CBD),Seats - Indoor,75,144.967430346,-37.81584777,Other Cuisines
Grill Americano,Melbourne (CBD),Seats - Indoor,128,144.970749785,-37.81492031,Western / Pub / Bistro
Il Solito Posto,Melbourne (CBD),Seats - Indoor,70,144.970259785,-37.81468591,Italian
Philippe,Melbourne (CBD),Seats - Indoor,80,144.970007274,-37.81473508,Other Cuisines
Howitt House,Melbourne (CBD),Seats - Indoor,28,144.973720068,-37.81372701,Other Cuisines
Asian Pavilion,Melbourne (CBD),Seats - Indoor,14,144.972628037,-37.81430615,Other Cuisines
Southern Xross Kebabs,Melbourne (CBD),Seats - Indoor,20,144.954350485,-37.81867544,Middle Eastern
Ela Cafe,Melbourne (CBD),Seats - Indoor,16,144.955443941,-37.81787118,Cafe / Coffee Shop
Brim CC,Melbourne (CBD),Seats - Outdoor,12,144.954905366,-37.81802782,Other Cuisines
Spicy Korea,Melbourne (CBD),Seats - Outdoor,12,144.954905366,-37.81802782,Other Cuisines
Scooter,Melbourne (CBD),Seats - Indoor,24,144.954365839,-37.81818484,Other Cuisines
Pho Nung,Melbourne (CBD),Seats - Indoor,28,144.956834754,-37.81767359,Vietnamese
Undercover Roasters,Melbourne (CBD),Seats - Indoor,20,144.956834754,-37.81767359,Cafe / Coffee Shop
Dreami Cake,Melbourne (CBD),Seats - Outdoor,10,144.957473189,-37.81753383,Other Cuisines
Kantina Kartel,Melbourne (CBD),Seats - Outdoor,20,144.957473189,-37.81753383,Other Cuisines
Treviso,Melbourne (CBD),Seats - Indoor,85,144.960642239,-37.81669009,Other Cuisines
Treviso,Melbourne (CBD),Seats - Outdoor,26,144.960642239,-37.81669009,Other Cuisines
Uncle Noodle,Melbourne (CBD),Seats - Indoor,20,144.96031189,-37.8169991,Other Cuisines
Little Brother Kitchen & Bar,Melbourne (CBD),Seats - Indoor,68,144.960451922,-37.8162783,Western / Pub / Bistro
Dikstein's Corner Bar,Melbourne (CBD),Seats - Indoor,66,144.960341264,-37.81631093,Western / Pub / Bistro
Intimo,Melbourne (CBD),Seats - Outdoor,16,144.960085861,-37.81638558,Other Cuisines
Otherside Coffee,Melbourne (CBD),Seats - Outdoor,20,144.960085861,-37.81638558,Cafe / Coffee Shop
Terrace Deli,Melbourne (CBD),Seats - Indoor,82,144.959550019,-37.81660734,Other Cuisines
Aki Sushi,Melbourne (CBD),Seats - Indoor,70,144.960847599,-37.81614776,Japanese
Reine & La Rue,Melbourne (CBD),Seats - Outdoor,29,144.961718566,-37.81629382,Other Cuisines
A25 Pizzeria Centro,Melbourne (CBD),Seats - Indoor,54,144.961718566,-37.81629382,Italian
Rustica,Melbourne (CBD),Seats - Indoor,70,144.961718566,-37.81629382,Other Cuisines
Makan,Melbourne (CBD),Seats - Indoor,80,144.962184393,-37.81615528,Other Cuisines
Earl Canteen 360 Collins,Melbourne (CBD),Seats - Indoor,33,144.962184393,-37.81615528,Other Cuisines
Earl Canteen 360 Collins,Melbourne (CBD),Seats - Outdoor,10,144.962184393,-37.81615528,Other Cuisines
East Side Story,Melbourne (CBD),Seats - Indoor,44,144.962688973,-37.81601764,Other Cuisines
Industry Beans Lt Collins,Melbourne (CBD),Seats - Outdoor,9,144.963293794,-37.81554941,Other Cuisines
Blahnik Corporate Catering,Melbourne (CBD),Seats - Outdoor,24,144.963293794,-37.81554941,Other Cuisines
The Workers Foodroom,Melbourne (CBD),Seats - Outdoor,16,144.963293794,-37.81554941,Other Cuisines
Sulhwa,Melbourne (CBD),Seats - Outdoor,6,144.963293794,-37.81554941,Other Cuisines
Ilza,Melbourne (CBD),Seats - Indoor,16,144.962984348,-37.81570426,Other Cuisines
Sambar Restaurant,Melbourne (CBD),Seats - Indoor,28,144.962984348,-37.81570426,Western / Pub / Bistro
Vespa Rossa,Melbourne (CBD),Seats - Outdoor,14,144.964466115,-37.81529155,Other Cuisines
The Tea Rooms 1892,Melbourne (CBD),Seats - Indoor,50,144.964428319,-37.81561893,Cafe / Coffee Shop
The Tea Rooms 1892,Melbourne (CBD),Seats - Outdoor,24,144.964428319,-37.81561893,Cafe / Coffee Shop
Little Collins Melbourne,Melbourne (CBD),Seats - Indoor,70,144.964225403,-37.81528948,Other Cuisines
Little Collins Melbourne,Melbourne (CBD),Seats - Outdoor,20,144.964225403,-37.81528948,Other Cuisines
Starbucks,Melbourne (CBD),Seats - Indoor,16,144.965777332,-37.81507697,Cafe / Coffee Shop
Kim Sing Restaurant,Melbourne (CBD),Seats - Indoor,32,144.965777332,-37.81507697,Other Cuisines
Delhi Rocks,Melbourne (CBD),Seats - Indoor,100,144.965885145,-37.81482941,Other Cuisines
Bistrot d'Orsay,Melbourne (CBD),Seats - Outdoor,12,144.967277747,-37.81485585,Western / Pub / Bistro
Teppanyaki Inn,Melbourne (CBD),Seats - Indoor,70,144.967453704,-37.81479918,Japanese
Meatmaiden,Melbourne (CBD),Seats - Indoor,100,144.967847532,-37.81450301,Other Cuisines
Yakimono,Melbourne (CBD),Seats - Outdoor,87,144.970722603,-37.81360963,Other Cuisines
Yakimono,Melbourne (CBD),Seats - Indoor,252,144.970722603,-37.81360963,Other Cuisines
Maverick Coffee And Food,Melbourne (CBD),Seats - Indoor,50,144.970722603,-37.81360963,Cafe / Coffee Shop
Bowls Baby,Melbourne (CBD),Seats - Indoor,3,144.970722603,-37.81360963,Other Cuisines
Harry's Jungle,Melbourne (CBD),Seats - Indoor,200,144.969767558,-37.8136886,Other Cuisines
St Ali Canteen,Melbourne (CBD),Seats - Outdoor,14,144.972472392,-37.81346244,Other Cuisines
Market Lane Coffee,Melbourne (CBD),Seats - Indoor,34,144.973257507,-37.81314231,Cafe / Coffee Shop
With Gusto Regional Store,Melbourne (CBD),Seats - Indoor,56,144.972706442,-37.8129051,Other Cuisines
Lupino,Melbourne (CBD),Seats - Indoor,60,144.972393222,-37.81279876,Other Cuisines
Rare Steakhouse,Melbourne (CBD),Seats - Indoor,110,144.971695294,-37.81309819,Cafe / Coffee Shop
N Lee Bakery And Cafe,Melbourne (CBD),Seats - Indoor,18,144.971695294,-37.81309819,Cafe / Coffee Shop
Warkop CBD,Melbourne (CBD),Seats - Indoor,14,144.973183613,-37.81260038,Other Cuisines
Onigiri Kitchen And Sake Bar,Melbourne (CBD),Seats - Outdoor,12,144.973183613,-37.81260038,Western / Pub / Bistro
Onigiri Kitchen And Sake Bar,Melbourne (CBD),Seats - Indoor,14,144.973183613,-37.81260038,Western / Pub / Bistro
Spin Coffee,Melbourne (CBD),Seats - Indoor,25,144.955552859,-37.81677365,Cafe / Coffee Shop
Miss Mi,Melbourne (CBD),Seats - Indoor,50,144.953751967,-37.81738969,Other Cuisines
Doughboys Doughnuts,Melbourne (CBD),Seats - Indoor,12,144.957813206,-37.81636534,Other Cuisines
Pok Pok Junior,Melbourne (CBD),Seats - Indoor,50,144.957813206,-37.81636534,Other Cuisines
Pok Pok Junior,Melbourne (CBD),Seats - Outdoor,40,144.957813206,-37.81636534,Other Cuisines
Axil Coffee Roasters,Melbourne (CBD),Seats - Indoor,80,144.957017939,-37.81647428,Italian
Fiord,Melbourne (CBD),Seats - Indoor,16,144.956773974,-37.81695942,Other Cuisines
Aroma Restaurant,Melbourne (CBD),Seats - Indoor,40,144.956773974,-37.81695942,Other Cuisines
Five Points Cafe,Melbourne (CBD),Seats - Outdoor,12,144.956773974,-37.81695942,Cafe / Coffee Shop
Five Points Cafe,Melbourne (CBD),Seats - Indoor,14,144.956773974,-37.81695942,Cafe / Coffee Shop
Cafe Felice,Melbourne (CBD),Seats - Indoor,14,144.96018858,-37.81547268,Cafe / Coffee Shop
Cafe Felice,Melbourne (CBD),Seats - Outdoor,40,144.96018858,-37.81547268,Cafe / Coffee Shop
LE SHOPPE,Melbourne (CBD),Seats - Outdoor,15,144.960110059,-37.81596878,Other Cuisines
Red Spice Road,Melbourne (CBD),Seats - Indoor,300,144.960540869,-37.81549904,Other Cuisines
Zuppa,Melbourne (CBD),Seats - Indoor,22,144.958939222,-37.81595642,Other Cuisines
Axil Coffee Roasters,Melbourne (CBD),Seats - Outdoor,10,144.962944195,-37.81491502,Italian
Le Yeahllow,Melbourne (CBD),Seats - Indoor,18,144.962207824,-37.81510975,Other Cuisines
Lakhey Resto & Bar,Melbourne (CBD),Seats - Indoor,40,144.961530561,-37.81556194,Western / Pub / Bistro
Oriental Tea House,Melbourne (CBD),Seats - Outdoor,12,144.962020616,-37.81551671,Cafe / Coffee Shop
Trattoria Emilia,Melbourne (CBD),Seats - Indoor,75,144.962638812,-37.81528248,Italian
Guhng The Palace,Melbourne (CBD),Seats - Indoor,40,144.961620956,-37.81534186,Other Cuisines
Vapiano Bourke Street Mall,Melbourne (CBD),Seats - Indoor,253,144.965407423,-37.81386024,Other Cuisines
Aru Melbourne,Melbourne (CBD),Seats - Indoor,110,144.965235638,-37.81423669,Other Cuisines
Gordons Cafe and Bar,Melbourne (CBD),Seats - Indoor,30,144.964348552,-37.81473293,Cafe / Coffee Shop
Rozzi's,Melbourne (CBD),Seats - Indoor,187,144.965582724,-37.81407743,Other Cuisines
8848 Momo House,Melbourne (CBD),Seats - Indoor,45,144.96776365,-37.81316936,Other Cuisines
Parcs,Melbourne (CBD),Seats - Indoor,25,144.96715672,-37.81384227,Other Cuisines
Marameo,Melbourne (CBD),Seats - Indoor,65,144.967580615,-37.81390779,Other Cuisines
Dohtonbori,Melbourne (CBD),Seats - Indoor,24,144.968972072,-37.81280567,Other Cuisines
Nana Thai Style Hotpot & Bbq,Melbourne (CBD),Seats - Indoor,63,144.968563153,-37.81294598,Chinese
Thai Tide,Melbourne (CBD),Seats - Indoor,100,144.96849715,-37.81296416,Thai
Taco Bill Mexican Restaurant,Melbourne (CBD),Seats - Indoor,50,144.96841676,-37.81298798,Mexican
Oli & Levi,Melbourne (CBD),Seats - Indoor,15,144.969254282,-37.81302823,Other Cuisines
Axil Coffee Roasters,Melbourne (CBD),Seats - Outdoor,12,144.970109211,-37.81281453,Italian
Urban Deli,Melbourne (CBD),Seats - Outdoor,100,144.970109211,-37.81281453,Other Cuisines
Urban Deli,Melbourne (CBD),Seats - Indoor,100,144.970109211,-37.81281453,Other Cuisines
Mad Mex,Melbourne (CBD),Seats - Outdoor,18,144.970109211,-37.81281453,Mexican
Sushi-Ya,Melbourne (CBD),Seats - Outdoor,24,144.970109211,-37.81281453,Japanese
Postal Hall,Melbourne (CBD),Seats - Outdoor,15,144.968975222,-37.81350285,Other Cuisines
Lane's Edge Cafe,Melbourne (CBD),Seats - Outdoor,82,144.97204722,-37.81193572,Cafe / Coffee Shop
Fancy Hank's / Good Heavens,Melbourne (CBD),Seats - Indoor,96,144.97104042,-37.81217956,Other Cuisines
Nando's Bourke Street,Melbourne (CBD),Seats - Indoor,110,144.97104042,-37.81217956,Other Cuisines
Springrock,Melbourne (CBD),Seats - Indoor,105,144.970902899,-37.812234,Other Cuisines
Antara 128,Melbourne (CBD),Seats - Indoor,80,144.971175434,-37.81257803,Other Cuisines
Soi 38,Melbourne (CBD),Seats - Indoor,168,144.971918925,-37.81246632,Other Cuisines
Chai 'N' Chilli,Melbourne (CBD),Seats - Indoor,25,144.955174248,-37.81589843,Other Cuisines
King Jons,Melbourne (CBD),Seats - Outdoor,6,144.955149184,-37.81584127,Other Cuisines
Yankees Burger Bar,Melbourne (CBD),Seats - Indoor,100,144.955124838,-37.81579101,Western / Pub / Bistro
Ssam Korean Bbq,Melbourne (CBD),Seats - Indoor,110,144.95508151,-37.81569596,Korean
filly and fair,Melbourne (CBD),Seats - Outdoor,80,144.95610726,-37.81571392,Other Cuisines
Nando's Bourke Place,Melbourne (CBD),Seats - Outdoor,39,144.95610726,-37.81571392,Other Cuisines
Slate Restaurant Bar,Melbourne (CBD),Seats - Indoor,80,144.957392295,-37.81531863,Western / Pub / Bistro
Finch Espresso,Melbourne (CBD),Seats - Indoor,28,144.957392295,-37.81531863,Cafe / Coffee Shop
Chilangos,Melbourne (CBD),Seats - Indoor,26,144.957392295,-37.81531863,Other Cuisines
Sakae,Melbourne (CBD),Seats - Indoor,20,144.957392295,-37.81531863,Other Cuisines
Roll'D CBW,Melbourne (CBD),Seats - Outdoor,30,144.957392295,-37.81531863,Other Cuisines
Dumpling Kingdom,Melbourne (CBD),Seats - Outdoor,18,144.957392295,-37.81531863,Chinese
Bluestones 520 Cafe,Melbourne (CBD),Seats - Indoor,70,144.958386484,-37.81527349,Cafe / Coffee Shop
MoVida Aqui,Melbourne (CBD),Seats - Indoor,100,144.95876067,-37.81494883,Other Cuisines
Rosa's Canteen,Melbourne (CBD),Seats - Indoor,50,144.95876067,-37.81494883,Other Cuisines
Villas Restaurant & Bar,Melbourne (CBD),Seats - Outdoor,8,144.959196898,-37.81499761,Western / Pub / Bistro
B & Baguette Cafe,Melbourne (CBD),Seats - Indoor,16,144.959379419,-37.8150902,Cafe / Coffee Shop
CBD Bakery,Melbourne (CBD),Seats - Outdoor,10,144.95946409,-37.81506553,Cafe / Coffee Shop
Korchi City,Melbourne (CBD),Seats - Indoor,60,144.959659009,-37.81430686,Other Cuisines
Alibi Urban Gastropub,Melbourne (CBD),Seats - Outdoor,12,144.959044223,-37.81456798,Western / Pub / Bistro
Subway,Melbourne (CBD),Seats - Indoor,30,144.960224297,-37.81467989,Other Cuisines
Bailey Espresso Bar,Melbourne (CBD),Seats - Indoor,24,144.959985646,-37.81452036,Cafe / Coffee Shop
Corner & Bench,Melbourne (CBD),Seats - Outdoor,40,144.961491987,-37.8144361,Other Cuisines
McDonald's Bourke St West,Melbourne (CBD),Seats - Indoor,120,144.961756204,-37.81416355,Other Cuisines
The Cupcake Queens,Melbourne (CBD),Seats - Indoor,6,144.961756204,-37.81416355,Other Cuisines
The Cupcake Queens,Melbourne (CBD),Seats - Outdoor,8,144.961756204,-37.81416355,Other Cuisines
Shanghai Flower,Melbourne (CBD),Seats - Indoor,130,144.962638938,-37.81411399,Chinese
Chiki Chiki,Melbourne (CBD),Seats - Indoor,10,144.962707826,-37.81388737,Other Cuisines
Captains Of Industry,Melbourne (CBD),Seats - Indoor,45,144.962547924,-37.81354034,Other Cuisines
Brother Baba Budan,Melbourne (CBD),Seats - Outdoor,16,144.962170953,-37.81353263,Other Cuisines
Tipo 00,Melbourne (CBD),Seats - Outdoor,16,144.961992587,-37.81358648,Other Cuisines
